<title>《帝霸》▷ 第7040章 定生死</title></p><p>&emsp;&emsp;第7040章 定生死</p>
</p><p>&emsp;&emsp;“不管你如何來歷，今日也該死。”對於秋風落葉的經歷，李七夜無動於衷，淡淡地說道。</p>
</p><p>&emsp;&emsp;“來，看誰死誰生——”在這個時候，秋風的落葉也不知道是驚恐還是憤怒，乃是怒吼了一聲。</p>
</p><p>&emsp;&emsp;在這剎那之間，“蓬”的一聲響起，秋風的落葉如同同歸於盡一般，全身的腐爛一下子炸開，當他全身的腐爛一下子炸開的時候，就一瞬間噴涌出了無窮的紅沙一般的腐敗枯滅霧氣。</p>
</p><p>&emsp;&emsp;滾滾而出的腐敗枯滅霧氣在這剎那之間要把整個世界淹沒，而這種腐敗枯滅的霧氣不論是時光空間乃至是仙人之軀，都會被它枯滅。</p>
</p><p>&emsp;&emsp;所以，在這個時候秋風的落葉抱着同歸於盡的念頭之時，他的所有腐敗枯滅的霧氣向整個黃昏境衝擊而去的時候，這不僅僅是要把在場的仙人都枯滅，就是整個黃昏界的所有生命，不論是飛禽走獸還是綠樹野草，都要在這種腐敗枯滅的霧氣之下死亡。</p>
</p><p>&emsp;&emsp;“不好——”看着秋風的落葉要把自己炸開，在場的仙人也都不由爲之臉色大變，他們都想以最快的速度退離而去。</p>
</p><p>&emsp;&emsp;然而，李七夜又焉容得秋風的落葉以同歸於盡的想法毀滅整個世界呢，他大手一合攏，聽到“啵”的一聲響起，所有欲衝動而出的腐敗枯滅的霧氣被李七夜剎那之間牢牢地鎖在了雙手之間。</p>
</p><p>&emsp;&emsp;隨着李七夜大手一碾的時候，所有的腐敗枯滅霧氣被李七夜碾得灰飛煙滅，一瞬間被湮滅掉了，一點浪花都沒有掀起。</p>
</p><p>&emsp;&emsp;而在這個時候，李七夜大手一下子抓在了秋風落葉的那敗爛身軀上的時候，聽到“嚓嚓、喀嚓、喀嚓”的骨碎一般的聲音不絕於耳。</p>
</p><p>&emsp;&emsp;“啊——”在這樣的碎裂之下，秋風的落葉不由淒厲地慘叫起來。</p>
</p><p>&emsp;&emsp;在所有無上巨頭、仙人還沒有回過神來的時候，聽到“啵”的一聲，如同鮮血濺射一樣，只見秋風落葉的身軀的那一段樹骨被李七夜硬生生地抽了出來。</p>
</p><p>&emsp;&emsp;這個過程就好像是一個活生生的仙人，被李七夜大手一下子抓住腦袋，然後用力一抽，把腦袋連同着脊骨，一起抽了下來。</p>
</p><p>&emsp;&emsp;這樣的抽離之下，秋風的落葉乃是“啊——啊——啊——”淒厲無比地慘叫不絕，他的樹骨被抽離之時，他的真命與身軀就這樣直接被李七夜剝離下來了。</p>
</p><p>&emsp;&emsp;這種痛苦，對於秋風的落葉而言，是多麼的難於承受，他痛苦無比的淒厲叫聲，響徹了整個黃昏境，聽得在場的無上巨頭、仙人都不由爲之毛骨悚然。</p>
</p><p>&emsp;&emsp;一位大羅金仙，頭顱與脊骨是被硬生生地抽出來，這樣的一幕是多麼的血腥，是多麼的恐怖，就算是一位又一位的仙人他們經歷過無數的生死，甚至他們再血腥的事情都做過。</p>
</p><p>&emsp;&emsp;但，看着一位大羅金仙被硬生生的抽出了脊骨，這樣的一幕，對於任何一位仙人而言，還是十分震撼的。</p>
</p><p>&emsp;&emsp;仙人都被嚇得雙腿直打哆嗦，至於無上巨頭，那就不用多說了，他們直接癱倒在地上了，連站都站不起來了。</p>
</p><p>&emsp;&emsp;在這個時候，只見李七夜另一隻手一捋，聽到“蓬”的一聲響起，只見秋風的落葉那龐大的腐爛身軀被焚燒得一乾二淨。</p>
</p><p>&emsp;&emsp;而與此同時，在這個時候，被李七夜抽出來的樹骨，隨着大手一捋的時候，所有的真命神識等等的一切被他捋得一乾二淨。</p>
</p><p>&emsp;&emsp;“不——”在隨着自己的真命神識、仙道造化在一剎那之間被李七夜捋得一乾二淨、在這短短的時間之內，自己的一切都要被湮滅的時候，這不僅僅嚇得秋風的落葉魂飛魄散，駭然尖叫。</p>
</p><p>&emsp;&emsp;與此同時，被硬生生捋去的真命神識、仙道造化，在整個過程也是讓他承受着無與倫比的痛苦，這種痛苦讓他神態扭曲地淒厲尖叫。</p>
</p><p>&emsp;&emsp;在眨眼之間，秋風的落葉，他那龐大的身軀被李七夜隨手煉化，真命識漲、仙道造化也都徹底的被李七夜捋去，他最終只剩下了被煉化的精華，那樹骨也是僅剩下了短短的一小截，但是，在生命精華的包裹之下，似乎像是極有生命力的嫩枝一樣。</p>
</p><p>&emsp;&emsp;聽到“啵”的一聲響起，把煉化的生命精華融入這一段細小的樹骨之後，只見李七夜隨手一擲，把樹骨擲入了大地之中，就好像是一條小小的樹根，直接被釘入了大地深處，未來能生根發芽，會生長出一株神樹，滋養着這個大地。</p>
</p><p>&emsp;&emsp;雖然這種未來的暢想是十分的美好，但是，在這一刻，在其他仙人的眼中看來，那是十分恐怖的事情。      一個仙人，被硬生生地抽出了頭顱與脊骨，自己全身被煉化成了生命精華，最後被釘入了大地之中，這就是意味着，這位仙人就這樣被磨滅，就這樣死去了，從此之後就不復存在，自己的一身仙道造化、天地精氣，最後也只能被用來蘊養着這裡的大地了。</p>
</p><p>&emsp;&emsp;看着這樣的一幕，讓任何一位仙人都不由爲之毛骨悚然，打了一個顫抖。</p>
</p><p>&emsp;&emsp;“給你們一個出手的機會。”李七夜看着高懸在那裡，已經發抖的金機仙、銀機仙。</p>
</p><p>&emsp;&emsp;金機仙、銀機仙他們都是天堡一族最爲強大的仙人之一了，他們作爲大羅金仙，不僅僅是天堡世界，就算是放眼整個天境，他們也是可以笑傲萬世的存在。</p>
</p><p>&emsp;&emsp;現在，看到李七夜在舉手投足之間，殺戮了十多位的大羅仙，而且一瞬間就把大羅金仙的秋風落葉給煉化了，這樣的手段，這樣的實力，是多麼的恐怖，這能不把金機仙、銀機仙嚇得發抖吧。</p>
</p><p>&emsp;&emsp;可以想象一下，一座巨大無比的堡壘，在一個凡人面前瑟瑟發抖，那是怎麼樣的景象呢？</p>
</p><p>&emsp;&emsp;”如果不出手，那就沒有機會了。”李七夜看了一下金機仙、銀機仙，淡淡地笑了一下。</p>
</p><p>&emsp;&emsp;“殺——”在這個時候，金機仙、銀機仙都明白，不論出手還是不出手，只所都難逃一死。</p>
</p><p>&emsp;&emsp;所以，他們兄弟厲吼了一聲，在“轟”的一聲巨響之下，整座巨大的堡壘鎮壓而下，隨着一聲咆哮之時，怒吼道：“本堡滅——”</p>
